City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
71,severo-kurilsk,50.6789,156.125,-4.51,58,46,4.12,RU,1675812867
72,kemijarvi,66.7131,27.4306,-4.77,88,29,3.27,FI,1675812867
73,cap malheureux,-19.9842,57.6142,24.7,81,45,1.34,MU,1675812868
74,chuy,-33.6971,-53.4616,23.06,74,25,5.58,UY,1675812870
75,poum,-20.2333,164.0167,26.85,82,97,4.29,NC,1675812871
76,khatanga,71.9667,102.5,-44.0,100,77,1.03,RU,1675812872
77,ourem,39.6417,-8.5919,6.42,81,2,1.61,PT,1675812875
78,bell ville,-32.6259,-62.6887,28.15,24,0,2.8,AR,1675812878
79,saldanha,-33.0117,17.9442,17.03,89,24,7.26,ZA,1675812879
80,hilo,19.7297,-155.09,26.82,94,75,3.09,US,1675812879
81,mandalgovi,45.7625,106.2708,-15.78,95,47,1.79,MN,1675812880
82,anjozorobe,-18.4,47.8667,16.24,93,100,2.21,MG,1675812880
83,aklavik,68.2191,-135.0107,-29.0,76,75,2.06,CA,1675812883
84,lorengau,-2.0226,147.2712,25.33,94,100,4.85,PG,1675812885
85,wonthaggi,-38.6044,145.5913,18.79,63,70,1.28,AU,1675812885
86,oussouye,12.485,-16.5469,22.1,61,21,4.24,SN,1675812885
87,yar-sale,66.8333,70.8333,-18.04,89,99,7.39,RU,1675812886
88,constitucion,-35.3333,-72.4167,15.89,74,8,4.38,CL,1675812886
89,manuk mangkaw,4.8,119.85,27.04,72,98,2.28,PH,1675812887
90,avera,33.194,-82.5271,15.73,55,93,1.58,US,1675812888
91,balkanabat,39.5108,54.3671,9.11,56,100,1.38,TM,1675812888
92,pevek,69.7008,170.3133,-29.94,94,100,1.62,RU,1675812889
93,auki,-8.7676,160.7034,27.92,81,95,2.47,SB,1675812890
94,half moon bay,37.4636,-122.4286,17.66,62,0,6.17,US,1675812770
95,dayong,25.0209,118.2898,15.2,86,76,1.08,CN,1675812890
96,north bend,43.4065,-124.2243,11.25,87,100,7.2,US,1675812891
97,mar del plata,-38.0023,-57.5575,24.49,89,1,7.15,AR,1675812620
98,vaitape,-16.5167,-151.75,27.2,73,32,5.59,PF,1675812891
99,bluff,-46.6,168.3333,11.56,66,73,11.35,NZ,1675812892
100,hamilton,39.1834,-84.5333,12.83,81,100,3.6,US,1675812077
101,port lincoln,-34.7333,135.8667,21.82,65,3,5.13,AU,1675812892
102,calvia,39.5657,2.5062,10.51,90,77,8.5,ES,1675812893
103,eldorado,-23.7869,-54.2836,25.08,60,40,1.9,BR,1675812893
104,trairi,-3.2778,-39.2689,25.89,80,100,3.12,BR,1675812855
105,khandyga,62.6667,135.6,-46.15,100,99,0.89,RU,1675812894
106,krivodol,43.3744,23.4844,-1.53,66,65,0.09,BG,1675812894
107,vao,-22.6667,167.4833,26.59,70,33,5.53,NC,1675812894
108,whitefish bay,43.1133,-87.9001,4.02,70,0,5.66,US,1675812895
109,guerrero negro,27.9769,-114.0611,22.0,20,1,1.17,MX,1675812887
110,lardos,36.0942,28.0157,6.9,58,1,6.76,GR,1675812895
111,puerto leguizamo,-0.1934,-74.7819,26.32,66,79,0.78,CO,1675812896
112,hithadhoo,-0.6,73.0833,27.22,71,59,4.04,MV,1675812896
113,sayyan,15.1718,44.3244,11.54,57,4,1.0,YE,1675812897
114,petauke,-14.2426,31.3253,18.04,97,86,1.78,ZM,1675812897
115,manado,1.487,124.8455,23.43,100,75,1.54,ID,1675812898
116,moron,-34.6534,-58.6198,32.18,70,6,4.5,AR,1675812898
117,rocha,-34.4833,-54.3333,21.74,76,25,3.88,UY,1675812680
118,katsuura,35.1333,140.3,10.56,75,98,7.7,JP,1675812899
119,dikson,73.5069,80.5464,-23.8,91,100,9.68,RU,1675812899
120,horsham,51.064,-0.3272,3.12,91,3,0.51,GB,1675812900
121,qaanaaq,77.484,-69.3632,-31.31,65,77,2.55,GL,1675812900
122,sinnamary,5.3833,-52.95,24.45,89,30,5.4,GF,1675812900
123,nyurba,63.2842,118.3319,-37.1,98,100,0.54,RU,1675812901
124,yumen,40.2833,97.2,-3.87,60,87,5.49,CN,1675812901
125,arraial do cabo,-22.9661,-42.0278,23.98,90,90,1.2,BR,1675812902
126,castro,-24.7911,-50.0119,17.53,93,13,2.17,BR,1675812903
127,ibanda,-2.7974,32.4746,17.64,86,83,1.51,TZ,1675812904
128,carnarvon,-24.8667,113.6333,26.13,62,0,8.33,AU,1675812905
129,san francisco,37.7749,-122.4194,17.25,62,75,3.6,US,1675812345
130,yellowknife,62.456,-114.3525,-18.71,78,75,3.09,CA,1675812817
131,isangel,-19.55,169.2667,29.06,89,100,1.03,VU,1675812867
132,aksarka,66.5606,67.7975,-16.14,90,100,7.71,RU,1675812907
133,tecoanapa,16.5167,-98.75,27.15,66,2,3.82,MX,1675812907
134,saint-pierre,-21.3393,55.4781,25.82,73,20,3.09,RE,1675812909
135,ponta do sol,32.6667,-17.1,15.56,59,17,2.62,PT,1675812910
136,airai,-8.9266,125.4092,19.32,83,93,1.11,TL,1675812911
137,zhurivka,50.5028,31.7849,-7.92,90,6,2.94,UA,1675812912
138,kodiak,57.79,-152.4072,-1.27,51,0,6.69,US,1675812874
139,harper,4.375,-7.7169,26.36,84,89,3.05,LR,1675812912
140,yumbel,-37.0833,-72.5667,30.13,28,0,2.48,CL,1675812913
141,nantucket,41.2835,-70.0995,2.03,81,75,1.54,US,1675812913
142,rawson,-43.3002,-65.1023,19.05,57,22,5.67,AR,1675812914
143,hermanus,-34.4187,19.2345,20.45,81,42,5.38,ZA,1675812915
144,kununurra,-15.7667,128.7333,29.99,70,40,2.57,AU,1675812916
145,port elizabeth,-33.918,25.5701,20.73,90,0,3.6,ZA,1675812765
146,sao geraldo do araguaia,-6.4006,-48.555,23.43,95,89,1.35,BR,1675812918
147,salamanca,40.8333,-6.0,3.88,89,64,2.66,ES,1675812919
148,sembakung,3.8167,117.25,21.93,98,100,0.58,ID,1675812919
149,pimentel,-6.8367,-79.9342,25.16,73,40,9.77,PE,1675812920
150,san cristobal,7.7669,-72.225,23.1,71,23,0.6,VE,1675812921
151,hobart,-42.8794,147.3294,16.81,60,75,4.63,AU,1675812851
152,nikolskoye,59.7035,30.7861,-2.06,87,99,4.51,RU,1675812922
153,broken hill,-31.95,141.4333,27.37,20,0,5.66,AU,1675812922
154,itarema,-2.9248,-39.9167,25.61,83,100,4.33,BR,1675812923
155,dunedin,-45.8742,170.5036,15.36,52,56,7.33,NZ,1675812923
156,penzance,50.1186,-5.5371,3.38,73,0,4.29,GB,1675812926
157,iralaya,15.0,-83.2333,25.12,84,63,5.94,HN,1675812927
158,westport,41.1415,-73.3579,4.45,77,40,3.6,US,1675812826
159,walvis bay,-22.9575,14.5053,18.94,88,32,2.57,NA,1675812929
160,alice springs,-23.7,133.8833,31.23,40,3,1.34,AU,1675812885
161,terney,45.0503,136.6092,-8.65,67,28,2.25,RU,1675812930
162,avarua,-21.2078,-159.775,29.03,74,67,5.66,CK,1675812931
163,bethel,41.3712,-73.414,2.64,70,0,0.89,US,1675812933
164,lavrentiya,65.5833,-171.0,-24.19,85,100,1.2,RU,1675812935
165,kavieng,-2.5744,150.7967,27.43,79,100,4.54,PG,1675812936
166,coquimbo,-29.9533,-71.3436,17.85,88,100,3.6,CL,1675812839
167,carnduff,49.1667,-101.8009,1.32,85,79,5.1,CA,1675812944
168,hualmay,-11.0964,-77.6139,23.3,77,15,3.26,PE,1675812946
169,ilulissat,69.2167,-51.1,-22.99,70,100,4.12,GL,1675812946
170,touros,-5.1989,-35.4608,26.53,67,75,6.9,BR,1675812948
171,alofi,-19.0595,-169.9187,25.94,94,100,3.6,NU,1675812949
172,korla,41.7597,86.1469,-1.54,85,63,1.22,CN,1675812950
173,berlevag,70.8578,29.0864,1.0,80,75,11.32,NO,1675812950
174,crotone,39.0851,17.1178,4.95,61,62,6.14,IT,1675812951
175,pachora,20.6667,75.35,19.95,37,5,1.48,IN,1675812951
176,ambilobe,-13.2,49.05,22.71,96,99,0.71,MG,1675812952
177,port augusta,-32.5,137.7667,31.71,18,0,2.96,AU,1675812704
178,kaitangata,-46.2817,169.8464,14.63,51,67,6.92,NZ,1675812952
179,lagoa,39.05,-27.9833,13.23,60,61,6.28,PT,1675812953
180,mount gambier,-37.8333,140.7667,19.33,52,15,4.33,AU,1675812954
181,cape town,-33.9258,18.4232,21.32,73,0,9.77,ZA,1675812665
182,maragogi,-9.0122,-35.2225,25.33,69,92,3.59,BR,1675812954
183,kudahuvadhoo,2.6708,72.8944,26.87,74,59,3.45,MV,1675812955
184,ribeira grande,38.5167,-28.7,12.65,66,57,4.47,PT,1675812955
185,antofagasta,-23.65,-70.4,21.6,81,88,3.25,CL,1675812364
186,bairiki,1.3292,172.9752,29.0,70,20,6.69,KI,1675812956
187,agua verde,22.9,-106.05,24.05,58,62,6.15,MX,1675812956
188,bambous virieux,-20.3428,57.7575,26.14,83,75,7.2,MU,1675812956
189,dungarpur,23.8333,73.7167,16.24,24,1,3.02,IN,1675812957
190,otane,-39.8833,176.6333,25.56,46,98,3.21,NZ,1675812957
191,longyearbyen,78.2186,15.6401,-7.09,93,100,10.29,SJ,1675812958
192,belyy yar,53.6039,91.3903,-15.06,90,100,1.0,RU,1675812958
193,codrington,-38.2667,141.9667,18.41,61,50,6.28,AU,1675812958
194,anloga,5.7947,0.8973,27.05,83,40,5.24,GH,1675812959
195,namwala,-15.7504,26.4384,18.67,98,97,1.63,ZM,1675812959
196,rio grande,-32.035,-52.0986,25.06,70,5,7.05,BR,1675812960
197,lulea,65.5842,22.1547,-1.96,86,19,2.06,SE,1675812960
198,kruisfontein,-34.0033,24.7314,19.38,80,100,2.19,ZA,1675812961
199,divnomorskoye,44.5011,38.1353,-2.42,77,98,10.5,RU,1675812961
200,bredasdorp,-34.5322,20.0403,19.29,75,91,3.98,ZA,1675812962
201,tiksi,71.6872,128.8694,-33.8,100,100,2.1,RU,1675812963
202,fukue,32.6881,128.8419,10.2,71,40,3.6,JP,1675812848
203,bridlington,54.0831,-0.1919,6.05,88,83,4.38,GB,1675812964
204,moindou,-21.6924,165.677,28.78,72,100,2.22,NC,1675812964
205,andili,7.462,125.9701,23.8,84,88,1.61,PH,1675812965
206,salinopolis,-0.6136,-47.3561,25.62,85,82,4.61,BR,1675812966
207,atherton,53.5237,-2.4935,5.79,90,83,1.55,GB,1675812966
208,hovd,48.0056,91.6419,-18.23,78,37,0.63,MN,1675812966
209,mahenge,-8.6833,36.7167,17.62,98,100,0.94,TZ,1675812967
210,kijang,35.2442,129.2139,1.85,72,18,1.98,KR,1675812968
211,verkhoyansk,67.5447,133.385,-49.95,100,77,0.4,RU,1675812969
212,haines junction,60.7522,-137.5108,-2.03,80,67,1.03,CA,1675812971
213,samsun,41.25,36.3333,2.77,69,75,2.57,TR,1675812950
214,luderitz,-26.6481,15.1594,18.98,81,14,8.46,NA,1675812973
215,tonantins,-2.8731,-67.8022,23.43,97,61,0.8,BR,1675812974
216,los llanos de aridane,28.6585,-17.9182,13.86,63,20,2.57,ES,1675812974
217,zwedru,6.0667,-8.1281,22.71,97,90,1.39,LR,1675812975
218,pamekasan,-7.1568,113.4746,25.1,90,100,4.13,ID,1675812975
219,tuktoyaktuk,69.4541,-133.0374,-32.0,75,100,0.0,CA,1675812976
220,mahanoro,-19.9,48.8,22.69,92,98,2.47,MG,1675812977
221,kajaani,64.2273,27.7285,0.03,93,100,3.6,FI,1675812978
222,careiro da varzea,-3.2003,-59.8119,25.35,90,55,1.16,BR,1675812979
223,hasaki,35.7333,140.8333,8.22,72,100,10.31,JP,1675812979
224,kiama,-34.6833,150.8667,23.89,91,99,0.89,AU,1675812980
225,hue,16.4667,107.6,23.06,94,75,0.51,VN,1675812980
226,dingle,10.9995,122.6711,25.11,85,98,4.36,PH,1675812981
227,christchurch,-43.5333,172.6333,23.56,60,40,6.17,NZ,1675812979
228,mezen,65.8522,44.24,1.05,99,100,5.82,RU,1675812983
229,tiarei,-17.5333,-149.3333,30.01,64,0,2.87,PF,1675812983
230,mizdah,31.4451,12.9801,8.06,70,98,8.59,LY,1675812984
231,esperance,-33.8667,121.9,20.86,65,100,4.71,AU,1675812986
232,hoa binh,20.8133,105.3383,21.46,97,100,1.47,VN,1675812986
233,ladario,-19.0047,-57.6017,24.26,87,92,1.1,BR,1675812987
234,ancud,-41.8697,-73.8203,15.45,91,5,2.46,CL,1675812987
235,masuguru,-11.3667,38.4167,21.11,99,94,1.4,TZ,1675812988
236,mingshui,36.7167,117.5,0.97,62,90,2.21,CN,1675812988
237,cockburn town,21.4612,-71.1419,25.14,75,0,10.46,TC,1675812839
238,xining,36.6167,101.7667,-3.13,94,100,0.35,CN,1675812990
239,hobyo,5.3505,48.5268,24.59,73,31,6.33,SO,1675812992
240,uhlove,44.8215,33.6045,-1.15,88,100,10.02,UA,1675812992
241,necochea,-38.5473,-58.7368,22.69,78,38,7.71,AR,1675812993
242,tura,25.5198,90.2201,14.52,52,25,1.7,IN,1675812993
243,wattegama,6.7989,81.4808,21.57,95,85,1.81,LK,1675812994
244,talnakh,69.4865,88.3972,-22.22,98,99,2.76,RU,1675812995
245,salinas,36.6777,-121.6555,16.34,66,0,3.09,US,1675812995
246,saint-philippe,-21.3585,55.7679,25.77,83,85,6.27,RE,1675813000
247,beloha,-25.1667,45.05,22.95,85,100,2.56,MG,1675813000
248,sungaipenuh,-2.0833,101.3833,17.43,61,97,0.77,ID,1675812743
249,belmopan,17.25,-88.7667,28.21,86,24,2.38,BZ,1675813001
250,terrace,54.5163,-128.6035,0.95,93,75,2.06,CA,1675813003
251,ugoofaaru,5.6667,73.0,26.88,70,47,3.11,MV,1675813006
252,cayenne,4.9333,-52.3333,24.02,100,40,2.06,GF,1675812940
253,qui nhon,13.7667,109.2333,22.64,90,76,2.36,VN,1675813007
254,cherskiy,68.75,161.3,-35.21,98,100,2.37,RU,1675813007
255,panalingaan,8.7842,117.4231,25.9,80,100,1.02,PH,1675813008
256,conde,-7.2597,-34.9075,24.7,69,0,2.57,BR,1675812820
257,aksu,41.1231,80.2644,-4.89,71,4,2.37,CN,1675813008
258,nizwa,22.9333,57.5333,20.03,38,13,1.09,OM,1675813009
259,vardo,70.3705,31.1107,-0.01,86,40,10.29,NO,1675813009
260,lixourion,38.2019,20.4314,4.67,67,37,4.51,GR,1675813010
261,siniscola,40.5719,9.6922,7.75,65,94,3.99,IT,1675813010
262,malinovoye ozero,51.6753,79.7825,-21.46,100,93,1.77,RU,1675813011
263,capim grosso,-11.3811,-40.0128,25.34,45,48,6.08,BR,1675812713
264,omsukchan,62.5333,155.8,-35.7,97,96,1.67,RU,1675813011
265,turbana,10.2717,-75.4422,26.45,75,34,6.21,CO,1675813012
266,terrasini,38.146,13.0844,8.76,53,40,6.17,IT,1675813012
267,ungheni,47.2042,27.7958,-2.64,68,100,4.63,MD,1675813013
268,beyneu,45.3167,55.2,-1.8,78,100,10.56,KZ,1675813013
269,vostok,46.4856,135.8833,-16.14,91,100,2.39,RU,1675813014
270,nanortalik,60.1432,-45.2371,-15.74,71,32,8.94,GL,1675813014
271,arman,59.7,150.1667,-31.66,82,60,3.57,RU,1675813014
272,najran,17.4924,44.1277,16.36,64,11,3.07,SA,1675813015
273,tarrafal,15.2833,-23.7667,20.44,67,5,9.15,CV,1675813015
274,lianyuan,27.6883,111.6642,8.28,96,100,0.85,CN,1675813016
275,kahului,20.8947,-156.47,26.65,76,40,9.77,US,1675813016
276,emba,48.8264,58.1442,-14.01,90,96,6.48,KZ,1675813017
277,port shepstone,-30.7414,30.455,23.85,83,99,5.25,ZA,1675813017
278,urumqi,43.801,87.6005,-9.47,93,100,1.0,CN,1675813018
